producto,ciudad,precio,variabilidad,fecha,LATITUD,LONGITUD
Limón Tahití,santa,n.d.,n.d.,24ago2023,,
Limón Tahití,tunja,1898,0.04,24ago2023,5.518472615,-73.37801856
Lulo,armenia,4867,-0.01,24ago2023,6.163683758,-75.80995528
Lulo,armenia,4867,-0.01,24ago2023,4.499501128,-75.72489985
Lulo,bogotá,2925,-0.03,24ago2023,,
Lulo,bucaramanga,3150,0,24ago2023,7.155833544,-73.11156997
Lulo,cali,3167,-0.02,24ago2023,3.399043723,-76.57649259
Lulo,cúcuta,4500,-0.06,24ago2023,,
Lulo,ibagué,4000,0.15,24ago2023,4.451921427,-75.252591
Lulo,manizales,3250,0,24ago2023,5.08343301,-75.50727881
Lulo,medellín,2625,-0.06,24ago2023,6.257590259,-75.61103107
Lulo,neiva,2750,-0.08,24ago2023,2.993360046,-75.27236232
Lulo,pasto,2536,0.03,24ago2023,1.083605497,-77.20610074
Lulo,pereira,3467,-0.15,24ago2023,4.803662773,-75.79579093
Lulo,pereira,2933,-0.04,24ago2023,4.803662773,-75.79579093
Lulo,santa,n.d.,n.d.,24ago2023,,
Lulo,tunja,3067,-0.06,24ago2023,5.518472615,-73.37801856
Mandarina*,armenia,3500,0,24ago2023,6.163683758,-75.80995528
Mandarina*,armenia,3500,0,24ago2023,4.499501128,-75.72489985
Mandarina*,bogotá,6061,0.01,24ago2023,,
Mandarina*,bucaramanga,3315,-0.08,24ago2023,7.155833544,-73.11156997
Mandarina*,cali,3358,-0.04,24ago2023,3.399043723,-76.57649259
Mandarina*,cúcuta,4533,0.03,24ago2023,,
Mandarina*,ibagué,n.d.,n.d.,24ago2023,4.451921427,-75.252591
Mandarina*,manizales,3433,0,24ago2023,5.08343301,-75.50727881
Mandarina*,medellín,3575,-0.13,24ago2023,6.257590259,-75.61103107
Mandarina*,neiva,n.d.,n.d.,24ago2023,2.993360046,-75.27236232
Mandarina*,pasto,n.d.,n.d.,24ago2023,1.083605497,-77.20610074
Mandarina*,pereira,3250,-0.13,24ago2023,4.803662773,-75.79579093
Mandarina*,pereira,2133,-0.22,24ago2023,4.803662773,-75.79579093
Mandarina*,santa,n.d.,n.d.,24ago2023,,
Mandarina*,tunja,3485,-0.07,24ago2023,5.518472615,-73.37801856
Mango tommy,armenia,n.d.,n.d.,24ago2023,6.163683758,-75.80995528
Mango tommy,armenia,n.d.,n.d.,24ago2023,4.499501128,-75.72489985
Mango tommy,bogotá,8854,0.04,24ago2023,,
Mango tommy,bucaramanga,9000,-0.08,24ago2023,7.155833544,-73.11156997
Mango tommy,cali,9600,0.04,24ago2023,3.399043723,-76.57649259
Mango tommy,cúcuta,6800,0,24ago2023,,
Mango tommy,ibagué,n.d.,n.d.,24ago2023,4.451921427,-75.252591
Mango tommy,manizales,8200,0,24ago2023,5.08343301,-75.50727881
Mango tommy,medellín,8300,0.01,24ago2023,6.257590259,-75.61103107
Mango tommy,neiva,n.d.,n.d.,24ago2023,2.993360046,-75.27236232
Mango tommy,pasto,n.d.,n.d.,24ago2023,1.083605497,-77.20610074
Mango tommy,pereira,8400,0.03,24ago2023,4.803662773,-75.79579093
Mango tommy,pereira,9600,0,24ago2023,4.803662773,-75.79579093
Mango tommy,santa,n.d.,n.d.,24ago2023,,
Mango tommy,tunja,6429,-0.02,24ago2023,5.518472615,-73.37801856
Manzana royal gala,armenia,8421,0,24ago2023,6.163683758,-75.80995528
Manzana royal gala,armenia,8421,0,24ago2023,4.499501128,-75.72489985
Manzana royal gala,bogotá,9211,-0.02,24ago2023,,
Manzana royal gala,bucaramanga,7917,0,24ago2023,7.155833544,-73.11156997
Manzana royal gala,cali,8257,-0.01,24ago2023,3.399043723,-76.57649259
Manzana royal gala,cúcuta,9000,0.02,24ago2023,,
Manzana royal gala,ibagué,8596,0,24ago2023,4.451921427,-75.252591
Manzana royal gala,manizales,8684,0,24ago2023,5.08343301,-75.50727881
Manzana royal gala,medellín,8553,0.01,24ago2023,6.257590259,-75.61103107
Manzana royal gala,neiva,9140,0,24ago2023,2.993360046,-75.27236232
Manzana royal gala,pasto,7895,0,24ago2023,1.083605497,-77.20610074
Manzana royal gala,pereira,n.d.,n.d.,24ago2023,4.803662773,-75.79579093
Manzana royal gala,pereira,7982,0,24ago2023,4.803662773,-75.79579093
Manzana royal gala,santa,n.d.,n.d.,24ago2023,,
Manzana royal gala,tunja,8750,0,24ago2023,5.518472615,-73.37801856
Maracuyá,armenia,2733,-0.09,24ago2023,6.163683758,-75.80995528
Maracuyá,armenia,2733,-0.09,24ago2023,4.499501128,-75.72489985
Maracuyá,bogotá,4063,0.38,24ago2023,,
Maracuyá,bucaramanga,2750,0.01,24ago2023,7.155833544,-73.11156997
Maracuyá,cali,3342,-0.03,24ago2023,3.399043723,-76.57649259
Maracuyá,cúcuta,3292,-0.06,24ago2023,,
Maracuyá,ibagué,3467,0.07,24ago2023,4.451921427,-75.252591
Maracuyá,manizales,3100,0,24ago2023,5.08343301,-75.50727881
Maracuyá,medellín,2675,-0.02,24ago2023,6.257590259,-75.61103107
Maracuyá,neiva,n.d.,n.d.,24ago2023,2.993360046,-75.27236232
Maracuyá,pasto,2667,0,24ago2023,1.083605497,-77.20610074
Maracuyá,pereira,3500,0.02,24ago2023,4.803662773,-75.79579093
Maracuyá,pereira,3533,-0.08,24ago2023,4.803662773,-75.79579093
Maracuyá,santa,3700,-0.03,24ago2023,,
Maracuyá,tunja,2825,0.02,24ago2023,5.518472615,-73.37801856
Mora de Castilla,armenia,5733,0,24ago2023,6.163683758,-75.80995528
Mora de Castilla,armenia,5733,0,24ago2023,4.499501128,-75.72489985
Mora de Castilla,bogotá,4063,0.02,24ago2023,,
Mora de Castilla,bucaramanga,3580,0,24ago2023,7.155833544,-73.11156997
Mora de Castilla,cali,3433,-0.05,24ago2023,3.399043723,-76.57649259
Mora de Castilla,cúcuta,3167,0.06,24ago2023,,
Mora de Castilla,ibagué,4467,0.06,24ago2023,4.451921427,-75.252591
Mora de Castilla,manizales,5000,0,24ago2023,5.08343301,-75.50727881
Mora de Castilla,medellín,2700,-0.02,24ago2023,6.257590259,-75.61103107
Mora de Castilla,neiva,3200,-0.02,24ago2023,2.993360046,-75.27236232
Mora de Castilla,pasto,3281,0.01,24ago2023,1.083605497,-77.20610074
Mora de Castilla,pereira,4100,0.02,24ago2023,4.803662773,-75.79579093
Mora de Castilla,pereira,4000,0,24ago2023,4.803662773,-75.79579093
Mora de Castilla,santa,4080,-0.03,24ago2023,,
Mora de Castilla,tunja,3667,-0.04,24ago2023,5.518472615,-73.37801856
Naranja*,armenia,n.d.,n.d.,24ago2023,6.163683758,-75.80995528
Naranja*,armenia,n.d.,n.d.,24ago2023,4.499501128,-75.72489985
Naranja*,bogotá,1800,-0.02,24ago2023,,
Naranja*,bucaramanga,980,0,24ago2023,7.155833544,-73.11156997
Naranja*,cali,n.d.,n.d.,24ago2023,3.399043723,-76.57649259
Naranja*,cúcuta,1167,-0.08,24ago2023,,
Naranja*,ibagué,n.d.,n.d.,24ago2023,4.451921427,-75.252591
Naranja*,manizales,1275,0,24ago2023,5.08343301,-75.50727881
Naranja*,medellín,2150,-0.04,24ago2023,6.257590259,-75.61103107
Naranja*,neiva,n.d.,n.d.,24ago2023,2.993360046,-75.27236232
Naranja*,pasto,n.d.,n.d.,24ago2023,1.083605497,-77.20610074
Naranja*,pereira,n.d.,n.d.,24ago2023,4.803662773,-75.79579093
Naranja*,pereira,1533,0.02,24ago2023,4.803662773,-75.79579093
Naranja*,santa,n.d.,n.d.,24ago2023,,
Naranja*,tunja,1500,-0.02,24ago2023,5.518472615,-73.37801856
Papaya maradol,armenia,1633,0,24ago2023,6.163683758,-75.80995528
Papaya maradol,armenia,1633,0,24ago2023,4.499501128,-75.72489985
Papaya maradol,bogotá,n.d.,n.d.,24ago2023,,
Papaya maradol,bucaramanga,1725,-0.01,24ago2023,7.155833544,-73.11156997
Papaya maradol,cali,2346,-0.06,24ago2023,3.399043723,-76.57649259
Papaya maradol,cúcuta,3000,0,24ago2023,,
Papaya maradol,ibagué,n.d.,n.d.,24ago2023,4.451921427,-75.252591
Papaya maradol,manizales,2475,-0.13,24ago2023,5.08343301,-75.50727881
Papaya maradol,medellín,3300,0.01,24ago2023,6.257590259,-75.61103107
Papaya maradol,neiva,2200,0.05,24ago2023,2.993360046,-75.27236232
Papaya maradol,pasto,2500,0,24ago2023,1.083605497,-77.20610074
Papaya maradol,pereira,2367,-0.11,24ago2023,4.803662773,-75.79579093
Papaya maradol,pereira,2467,0.1,24ago2023,4.803662773,-75.79579093
Papaya maradol,santa,n.d.,n.d.,24ago2023,,
Papaya maradol,tunja,1175,0.12,24ago2023,5.518472615,-73.37801856
Piña *,armenia,2633,0,24ago2023,6.163683758,-75.80995528
Piña *,armenia,2633,0,24ago2023,4.499501128,-75.72489985
Piña *,bogotá,2667,n.d.,24ago2023,,
Piña *,bucaramanga,2317,0.07,24ago2023,7.155833544,-73.11156997
Piña *,cali,3546,0.09,24ago2023,3.399043723,-76.57649259
Piña *,cúcuta,2500,0,24ago2023,,
Piña *,ibagué,3833,-0.03,24ago2023,4.451921427,-75.252591
Piña *,manizales,3500,-0.11,24ago2023,5.08343301,-75.50727881
Piña *,medellín,3550,-0.07,24ago2023,6.257590259,-75.61103107
Piña *,neiva,n.d.,n.d.,24ago2023,2.993360046,-75.27236232
Piña *,pasto,n.d.,n.d.,24ago2023,1.083605497,-77.20610074
Piña *,pereira,4067,-0.09,24ago2023,4.803662773,-75.79579093
Piña *,pereira,3533,0,24ago2023,4.803662773,-75.79579093
Piña *,santa,n.d.,n.d.,24ago2023,,
Piña *,tunja,2167,0.03,24ago2023,5.518472615,-73.37801856
Tomate de árbol,armenia,4333,0.02,24ago2023,6.163683758,-75.80995528
Tomate de árbol,armenia,4333,0.02,24ago2023,4.499501128,-75.72489985
Tomate de árbol,bogotá,2800,0.01,24ago2023,,
Tomate de árbol,bucaramanga,2550,-0.01,24ago2023,7.155833544,-73.11156997
Tomate de árbol,cali,2300,0.05,24ago2023,3.399043723,-76.57649259
Tomate de árbol,cúcuta,4800,0.06,24ago2023,,
Tomate de árbol,ibagué,3400,0.02,24ago2023,4.451921427,-75.252591
Tomate de árbol,manizales,2250,0.02,24ago2023,5.08343301,-75.50727881
Tomate de árbol,medellín,2100,-0.02,24ago2023,6.257590259,-75.61103107
Tomate de árbol,neiva,2950,-0.02,24ago2023,2.993360046,-75.27236232
Tomate de árbol,pasto,3100,n.d.,24ago2023,1.083605497,-77.20610074
Tomate de árbol,pereira,3133,0.02,24ago2023,4.803662773,-75.79579093
Tomate de árbol,pereira,2575,0,24ago2023,4.803662773,-75.79579093
Tomate de árbol,santa,n.d.,n.d.,24ago2023,,
Tomate de árbol,tunja,2933,-0.06,24ago2023,5.518472615,-73.37801856
Arracacha*,armenia,4167,0,24ago2023,6.163683758,-75.80995528
Arracacha*,armenia,4167,0,24ago2023,4.499501128,-75.72489985
Arracacha*,bogotá,2917,-0.06,24ago2023,,
Arracacha*,bucaramanga,3080,-0.06,24ago2023,7.155833544,-73.11156997
Arracacha*,cali,n.d.,n.d.,24ago2023,3.399043723,-76.57649259
Arracacha*,cúcuta,4867,-0.17,24ago2023,,
Arracacha*,ibagué,3200,0,24ago2023,4.451921427,-75.252591
Arracacha*,manizales,n.d.,n.d.,24ago2023,5.08343301,-75.50727881
Arracacha*,medellín,3734,0.11,24ago2023,6.257590259,-75.61103107
Arracacha*,neiva,3787,0.03,24ago2023,2.993360046,-75.27236232
Arracacha*,pasto,2100,-0.05,24ago2023,1.083605497,-77.20610074
Arracacha*,pereira,4167,0,24ago2023,4.803662773,-75.79579093
Arracacha*,pereira,4417,0.06,24ago2023,4.803662773,-75.79579093
Arracacha*,santa,n.d.,n.d.,24ago2023,,
Arracacha*,tunja,3167,0.08,24ago2023,5.518472615,-73.37801856
Papa negra*,armenia,1180,-0.07,24ago2023,6.163683758,-75.80995528
Papa negra*,armenia,1180,-0.07,24ago2023,4.499501128,-75.72489985
Papa negra*,bogotá,1538,0,24ago2023,,
Papa negra*,bucaramanga,1685,0.01,24ago2023,7.155833544,-73.11156997
Papa negra*,cali,1263,0.09,24ago2023,3.399043723,-76.57649259
Papa negra*,cúcuta,n.d.,n.d.,24ago2023,,
Papa negra*,ibagué,n.d.,n.d.,24ago2023,4.451921427,-75.252591
Papa negra*,manizales,1400,0.06,24ago2023,5.08343301,-75.50727881
Papa negra*,medellín,1713,0.01,24ago2023,6.257590259,-75.61103107
Papa negra*,neiva,n.d.,n.d.,24ago2023,2.993360046,-75.27236232
Papa negra*,pasto,n.d.,n.d.,24ago2023,1.083605497,-77.20610074
Papa negra*,pereira,n.d.,n.d.,24ago2023,4.803662773,-75.79579093
Papa negra*,pereira,1050,0.02,24ago2023,4.803662773,-75.79579093
Papa negra*,santa,n.d.,n.d.,24ago2023,,
Papa negra*,tunja,n.d.,n.d.,24ago2023,5.518472615,-73.37801856
Papa criolla,armenia,4333,0,24ago2023,6.163683758,-75.80995528
Papa criolla,armenia,4333,0,24ago2023,4.499501128,-75.72489985
Papa criolla,bogotá,4083,-0.01,24ago2023,,
Papa criolla,bucaramanga,2565,-0.13,24ago2023,7.155833544,-73.11156997
Papa criolla,cali,2775,-0.01,24ago2023,3.399043723,-76.57649259
Papa criolla,cúcuta,2717,-0.13,24ago2023,,
Papa criolla,ibagué,4300,-0.05,24ago2023,4.451921427,-75.252591
Papa criolla,manizales,3490,0.06,24ago2023,5.08343301,-75.50727881
Papa criolla,medellín,3725,-0.1,24ago2023,6.257590259,-75.61103107
Papa criolla,neiva,n.d.,n.d.,24ago2023,2.993360046,-75.27236232
Papa criolla,pasto,1675,-0.01,24ago2023,1.083605497,-77.20610074
Papa criolla,pereira,3180,-0.11,24ago2023,4.803662773,-75.79579093
Papa criolla,pereira,3533,0.08,24ago2023,4.803662773,-75.79579093
Papa criolla,santa,n.d.,n.d.,24ago2023,,
Papa criolla,tunja,3133,-0.02,24ago2023,5.518472615,-73.37801856
Plátano guineo,armenia,n.d.,n.d.,24ago2023,6.163683758,-75.80995528
Plátano guineo,armenia,n.d.,n.d.,24ago2023,4.499501128,-75.72489985
Plátano guineo,bogotá,n.d.,n.d.,24ago2023,,
Plátano guineo,bucaramanga,n.d.,n.d.,24ago2023,7.155833544,-73.11156997
Plátano guineo,cali,n.d.,n.d.,24ago2023,3.399043723,-76.57649259
Plátano guineo,cúcuta,n.d.,n.d.,24ago2023,,
Plátano guineo,ibagué,n.d.,n.d.,24ago2023,4.451921427,-75.252591
Plátano guineo,manizales,n.d.,n.d.,24ago2023,5.08343301,-75.50727881
Plátano guineo,medellín,1325,0.08,24ago2023,6.257590259,-75.61103107
Plátano guineo,neiva,1200,-0.04,24ago2023,2.993360046,-75.27236232
Plátano guineo,pasto,n.d.,n.d.,24ago2023,1.083605497,-77.20610074
Plátano guineo,pereira,n.d.,n.d.,24ago2023,4.803662773,-75.79579093
Plátano guineo,pereira,n.d.,n.d.,24ago2023,4.803662773,-75.79579093
Plátano guineo,santa,n.d.,n.d.,24ago2023,,
Plátano guineo,tunja,n.d.,n.d.,24ago2023,5.518472615,-73.37801856
Plátano hartón verde,armenia,1867,-0.08,24ago2023,6.163683758,-75.80995528
Plátano hartón verde,armenia,1867,-0.08,24ago2023,4.499501128,-75.72489985
Plátano hartón verde,bogotá,2906,0.01,24ago2023,,
Plátano hartón verde,bucaramanga,3020,0,24ago2023,7.155833544,-73.11156997
Plátano hartón verde,cali,1875,0.03,24ago2023,3.399043723,-76.57649259
Plátano hartón verde,cúcuta,2500,0.05,24ago2023,,
Plátano hartón verde,ibagué,1856,0.06,24ago2023,4.451921427,-75.252591
Plátano hartón verde,manizales,n.d.,n.d.,24ago2023,5.08343301,-75.50727881
Plátano hartón verde,medellín,2600,0,24ago2023,6.257590259,-75.61103107
Plátano hartón verde,neiva,1525,-0.03,24ago2023,2.993360046,-75.27236232
Plátano hartón verde,pasto,2156,-0.01,24ago2023,1.083605497,-77.20610074
Plátano hartón verde,pereira,1767,0,24ago2023,4.803662773,-75.79579093
Plátano hartón verde,pereira,1733,-0.07,24ago2023,4.803662773,-75.79579093
Plátano hartón verde,santa,4350,-0.06,24ago2023,,
Plátano hartón verde,tunja,2133,0.01,24ago2023,5.518472615,-73.37801856
Yuca*,armenia,1740,0,24ago2023,6.163683758,-75.80995528
Yuca*,armenia,1740,0,24ago2023,4.499501128,-75.72489985
Yuca*,bogotá,2304,0.01,24ago2023,,
Yuca*,bucaramanga,2560,0,24ago2023,7.155833544,-73.11156997
Yuca*,cali,n.d.,n.d.,24ago2023,3.399043723,-76.57649259
Yuca*,cúcuta,2533,0.03,24ago2023,,
Yuca*,ibagué,n.d.,n.d.,24ago2023,4.451921427,-75.252591
Yuca*,manizales,1800,0,24ago2023,5.08343301,-75.50727881
Yuca*,medellín,1560,0.01,24ago2023,6.257590259,-75.61103107
Yuca*,neiva,n.d.,n.d.,24ago2023,2.993360046,-75.27236232
Yuca*,pasto,n.d.,n.d.,24ago2023,1.083605497,-77.20610074
Yuca*,pereira,1380,0,24ago2023,4.803662773,-75.79579093
Yuca*,pereira,1420,0.01,24ago2023,4.803662773,-75.79579093
Yuca*,santa,n.d.,n.d.,24ago2023,,
Yuca*,tunja,n.d.,n.d.,24ago2023,5.518472615,-73.37801856
Arveja verde en vaina,barranquilla,9950,0,25ago2023,10.98152051,-74.82771544
Arveja verde en vaina,bogotá,5750,-0.18,25ago2023,,
Arveja verde en vaina,bucaramanga,9067,0,25ago2023,7.155833544,-73.11156997
Arveja verde en vaina,cartagena,n.d.,n.d.,25ago2023,,
Arveja verde en vaina,cúcuta,7000,-0.16,25ago2023,,
Arveja verde en vaina,ibagué,4800,-0.02,25ago2023,4.451921427,-75.252591
Arveja verde en vaina,medellín,3850,-0.06,25ago2023,6.257590259,-75.61103107
Arveja verde en vaina,montería,n.d.,n.d.,25ago2023,8.584698016,-75.95055079
Arveja verde en vaina,neiva,5400,-0.01,25ago2023,2.993360046,-75.27236232
Arveja verde en vaina,pereira,4133,-0.07,25ago2023,4.803662773,-75.79579093
Arveja verde en vaina,popayán,4375,-0.13,25ago2023,2.471704362,-76.59194419
Arveja verde en vaina,santa,n.d.,n.d.,25ago2023,,
Arveja verde en vaina,sincelejo,n.d.,n.d.,25ago2023,9.316673928,-75.43174967
Arveja verde en vaina,tunja,5450,-0.05,25ago2023,5.518472615,-73.37801856
Arveja verde en vaina,valledupar,n.d.,n.d.,25ago2023,10.21890277,-73.45784764
Arveja verde en vaina,villavicencio,6700,-0.04,25ago2023,4.09166877,-73.49291595
Cebolla cabezona blanca,barranquilla,3333,-0.03,25ago2023,10.98152051,-74.82771544
Cebolla cabezona blanca,bogotá,3079,0,25ago2023,,
Cebolla cabezona blanca,bucaramanga,2633,0,25ago2023,7.155833544,-73.11156997
Cebolla cabezona blanca,cartagena,3600,0.01,25ago2023,,
Cebolla cabezona blanca,cúcuta,3283,0.05,25ago2023,,
Cebolla cabezona blanca,ibagué,3283,0.01,25ago2023,4.451921427,-75.252591
Cebolla cabezona blanca,medellín,3151,-0.07,25ago2023,6.257590259,-75.61103107
Cebolla cabezona blanca,montería,3250,0,25ago2023,8.584698016,-75.95055079
Cebolla cabezona blanca,neiva,n.d.,n.d.,25ago2023,2.993360046,-75.27236232
Cebolla cabezona blanca,pereira,3080,-0.02,25ago2023,4.803662773,-75.79579093
Cebolla cabezona blanca,popayán,3073,-0.01,25ago2023,2.471704362,-76.59194419
Cebolla cabezona blanca,santa,3580,0.02,25ago2023,,
Cebolla cabezona blanca,sincelejo,3450,-0.05,25ago2023,9.316673928,-75.43174967
Cebolla cabezona blanca,tunja,2767,-0.03,25ago2023,5.518472615,-73.37801856
Cebolla cabezona blanca,valledupar,3333,0,25ago2023,10.21890277,-73.45784764
Cebolla cabezona blanca,villavicencio,3500,-0.01,25ago2023,4.09166877,-73.49291595
Cebolla junca,barranquilla,n.d.,n.d.,25ago2023,10.98152051,-74.82771544
Cebolla junca,bogotá,3500,-0.1,25ago2023,,
Cebolla junca,bucaramanga,1641,-0.01,25ago2023,7.155833544,-73.11156997
Cebolla junca,cartagena,n.d.,n.d.,25ago2023,,
Cebolla junca,cúcuta,1966,0.26,25ago2023,,
Cebolla junca,ibagué,n.d.,n.d.,25ago2023,4.451921427,-75.252591
Cebolla junca,medellín,1504,0.28,25ago2023,6.257590259,-75.61103107
Cebolla junca,montería,729,-0.07,25ago2023,8.584698016,-75.95055079
Cebolla junca,neiva,3208,-0.21,25ago2023,2.993360046,-75.27236232
Cebolla junca,pereira,1689,0,25ago2023,4.803662773,-75.79579093
Cebolla junca,popayán,2733,0.04,25ago2023,2.471704362,-76.59194419
Cebolla junca,santa,n.d.,n.d.,25ago2023,,
Cebolla junca,sincelejo,600,0,25ago2023,9.316673928,-75.43174967
Cebolla junca,tunja,3417,-0.02,25ago2023,5.518472615,-73.37801856
Cebolla junca,valledupar,n.d.,n.d.,25ago2023,10.21890277,-73.45784764
Cebolla junca,villavicencio,4333,n.d.,25ago2023,4.09166877,-73.49291595
Chócolo mazorca,barranquilla,n.d.,n.d.,25ago2023,10.98152051,-74.82771544
Chócolo mazorca,bogotá,1663,-0.06,25ago2023,,
Chócolo mazorca,bucaramanga,1176,0.02,25ago2023,7.155833544,-73.11156997
Chócolo mazorca,cartagena,563,0.08,25ago2023,,
Chócolo mazorca,cúcuta,1182,-0.04,25ago2023,,
Chócolo mazorca,ibagué,2200,0.06,25ago2023,4.451921427,-75.252591
Chócolo mazorca,medellín,1500,0,25ago2023,6.257590259,-75.61103107
Chócolo mazorca,montería,925,-0.05,25ago2023,8.584698016,-75.95055079
Chócolo mazorca,neiva,1493,-0.09,25ago2023,2.993360046,-75.27236232
Chócolo mazorca,pereira,n.d.,n.d.,25ago2023,4.803662773,-75.79579093
Chócolo mazorca,popayán,843,0.05,25ago2023,2.471704362,-76.59194419
Chócolo mazorca,santa,n.d.,n.d.,25ago2023,,
Chócolo mazorca,sincelejo,800,0,25ago2023,9.316673928,-75.43174967
Chócolo mazorca,tunja,1633,0.05,25ago2023,5.518472615,-73.37801856
Chócolo mazorca,valledupar,1067,-0.01,25ago2023,10.21890277,-73.45784764
Chócolo mazorca,villavicencio,1975,-0.1,25ago2023,4.09166877,-73.49291595
Fríjol verde*,barranquilla,8033,0,25ago2023,10.98152051,-74.82771544
Fríjol verde*,bogotá,3850,0.03,25ago2023,,
Fríjol verde*,bucaramanga,2000,-0.16,25ago2023,7.155833544,-73.11156997
Fríjol verde*,cartagena,n.d.,n.d.,25ago2023,,
Fríjol verde*,cúcuta,n.d.,n.d.,25ago2023,,
Fríjol verde*,ibagué,2267,n.d.,25ago2023,4.451921427,-75.252591
Fríjol verde*,medellín,2550,0.24,25ago2023,6.257590259,-75.61103107
Fríjol verde*,montería,3875,0,25ago2023,8.584698016,-75.95055079
Fríjol verde*,neiva,2820,-0.03,25ago2023,2.993360046,-75.27236232
Fríjol verde*,pereira,3350,-0.06,25ago2023,4.803662773,-75.79579093
Fríjol verde*,popayán,3150,0.03,25ago2023,2.471704362,-76.59194419
Fríjol verde*,santa,n.d.,n.d.,25ago2023,,
Fríjol verde*,sincelejo,4000,0,25ago2023,9.316673928,-75.43174967
Fríjol verde*,tunja,3500,-0.08,25ago2023,5.518472615,-73.37801856
Fríjol verde*,valledupar,n.d.,n.d.,25ago2023,10.21890277,-73.45784764
Fríjol verde*,villavicencio,4300,0.09,25ago2023,4.09166877,-73.49291595
Habichuela,barranquilla,2835,-0.03,25ago2023,10.98152051,-74.82771544
Habichuela,bogotá,1896,0.04,25ago2023,,
Habichuela,bucaramanga,2317,-0.01,25ago2023,7.155833544,-73.11156997
Habichuela,cartagena,2917,-0.01,25ago2023,,
Habichuela,cúcuta,2792,-0.1,25ago2023,,
Habichuela,ibagué,1840,-0.08,25ago2023,4.451921427,-75.252591
Habichuela,medellín,750,0,25ago2023,6.257590259,-75.61103107
Habichuela,montería,2375,-0.14,25ago2023,8.584698016,-75.95055079
Habichuela,neiva,2480,0.55,25ago2023,2.993360046,-75.27236232
Habichuela,pereira,3200,0,25ago2023,4.803662773,-75.79579093
Habichuela,popayán,4500,0.01,25ago2023,2.471704362,-76.59194419
Habichuela,santa,3425,-0.04,25ago2023,,
Habichuela,sincelejo,2000,-0.2,25ago2023,9.316673928,-75.43174967
Habichuela,tunja,1667,-0.03,25ago2023,5.518472615,-73.37801856
Habichuela,valledupar,2667,-0.05,25ago2023,10.21890277,-73.45784764
Habichuela,villavicencio,1958,-0.2,25ago2023,4.09166877,-73.49291595
Lechuga batavia,barranquilla,1925,-0.02,25ago2023,10.98152051,-74.82771544
Lechuga batavia,bogotá,1500,0.02,25ago2023,,
Lechuga batavia,bucaramanga,1722,0.01,25ago2023,7.155833544,-73.11156997
Lechuga batavia,cartagena,1783,-0.07,25ago2023,,
Lechuga batavia,cúcuta,1306,-0.16,25ago2023,,
Lechuga batavia,ibagué,1600,-0.19,25ago2023,4.451921427,-75.252591
Lechuga batavia,medellín,776,0,25ago2023,6.257590259,-75.61103107
Lechuga batavia,montería,1271,-0.1,25ago2023,8.584698016,-75.95055079
Lechuga batavia,neiva,1200,-0.03,25ago2023,2.993360046,-75.27236232
Lechuga batavia,pereira,1611,-0.09,25ago2023,4.803662773,-75.79579093
Lechuga batavia,popayán,1538,0,25ago2023,2.471704362,-76.59194419
Lechuga batavia,santa,2542,0.07,25ago2023,,
Lechuga batavia,sincelejo,1400,0.12,25ago2023,9.316673928,-75.43174967
Lechuga batavia,tunja,1100,-0.15,25ago2023,5.518472615,-73.37801856
Lechuga batavia,valledupar,2083,0,25ago2023,10.21890277,-73.45784764
Lechuga batavia,villavicencio,2450,0.02,25ago2023,4.09166877,-73.49291595
Pepino cohombro,barranquilla,1395,-0.08,25ago2023,10.98152051,-74.82771544
Pepino cohombro,bogotá,2425,-0.05,25ago2023,,
Pepino cohombro,bucaramanga,1670,0,25ago2023,7.155833544,-73.11156997
Pepino cohombro,cartagena,1627,-0.03,25ago2023,,
Pepino cohombro,cúcuta,1333,-0.27,25ago2023,,
Pepino cohombro,ibagué,1840,n.d.,25ago2023,4.451921427,-75.252591
Pepino cohombro,medellín,1400,-0.08,25ago2023,6.257590259,-75.61103107
Pepino cohombro,montería,1175,0,25ago2023,8.584698016,-75.95055079
Pepino cohombro,neiva,2200,0.09,25ago2023,2.993360046,-75.27236232
Pepino cohombro,pereira,1350,-0.1,25ago2023,4.803662773,-75.79579093
Pepino cohombro,popayán,1212,-0.03,25ago2023,2.471704362,-76.59194419
Pepino cohombro,santa,1550,0.15,25ago2023,,
Pepino cohombro,sincelejo,850,-0.15,25ago2023,9.316673928,-75.43174967
Pepino cohombro,tunja,1320,0.08,25ago2023,5.518472615,-73.37801856
Pepino cohombro,valledupar,1067,-0.03,25ago2023,10.21890277,-73.45784764
Pepino cohombro,villavicencio,1900,-0.08,25ago2023,4.09166877,-73.49291595
Pimentón,barranquilla,2017,-0.04,25ago2023,10.98152051,-74.82771544
Pimentón,bogotá,1613,-0.08,25ago2023,,
Pimentón,bucaramanga,2233,-0.07,25ago2023,7.155833544,-73.11156997
Pimentón,cartagena,1667,0,25ago2023,,
Pimentón,cúcuta,1771,0.06,25ago2023,,
Pimentón,ibagué,1667,-0.07,25ago2023,4.451921427,-75.252591
Pimentón,medellín,1050,0,25ago2023,6.257590259,-75.61103107
Pimentón,montería,1100,0.05,25ago2023,8.584698016,-75.95055079
Pimentón,neiva,1071,0,25ago2023,2.993360046,-75.27236232
Pimentón,pereira,1500,0,25ago2023,4.803662773,-75.79579093
Pimentón,popayán,1607,-0.15,25ago2023,2.471704362,-76.59194419
Pimentón,santa,2125,0.09,25ago2023,,
